psd-large,jpeg-small,png-large,psd-small,psd-medium,svg-small,svg-large,svg-medium,jpeg-medium,jpeg-large,png-medium,png-small
0,0,0,0.55,0.59,0.66,0.69,0.69,0.67,0.68,0.67,0.69,0.71
