deepfield.tar,ambivert.wav.tar,uiq2-8.bin,artificl.tar,misc.tar,uiq2-4.bin,fannie_mae_500k.tar,uiq-32.bin,enwik8.tar,silesia.tar,vmlinux-5.10.tar,large.tar,uiq2-16.bin
0,0,0,0.89,0.75,0.63,0.57,0.59,0.62,0.64,0.68,0.7,0.72,0.73
