svg-medium,png-medium,png-large,svg-large,psd-large,png-small,jpeg-large,jpeg-medium,jpeg-small,psd-small,psd-medium,svg-small
0,0,0,0.5,0.68,0.68,0.69,0.67,0.67,0.66,0.65,0.65,0.64
