png-small,png-large,psd-small,svg-large,png-medium,svg-small,jpeg-medium,svg-medium,jpeg-large,jpeg-small,psd-large,psd-medium
0,0,0,0.78,0.79,0.7,0.66,0.67,0.65,0.64,0.65,0.65,0.66
