vmlinux-5.10.tar,artificl.tar,deepfield.tar,uiq2-4.bin,fannie_mae_500k.tar,uiq-32.bin,enwik8.tar,ambivert.wav.tar,misc.tar,silesia.tar,uiq2-16.bin,large.tar,uiq2-8.bin
0,0,0,0.62,0.59,0.66,0.71,0.73,0.76,0.76,0.75,0.75,0.76,0.78
