jpeg-medium,psd-medium,psd-large,svg-medium,png-medium,png-large,svg-small,jpeg-small,svg-large,jpeg-large,psd-small,png-small
0,0,0,0.76,0.76,0.35,0.67,0.39,0.5,0.42,0.41,0.46,0.48
