psd-small,jpeg-small,psd-large,jpeg-medium,png-large,svg-small,png-medium,psd-medium,svg-large,png-small,svg-medium,jpeg-large
0,0,0,0.55,0.59,0.67,0.71,0.68,0.68,0.68,0.69,0.69,0.68
