uiq2-8.bin,enwik8.tar,ambivert.wav.tar,large.tar,silesia.tar,uiq2-4.bin,uiq2-16.bin,artificl.tar,misc.tar,uiq-32.bin,fannie_mae_500k.tar,deepfield.tar,vmlinux-5.10.tar
0,0,0,0.96,0.82,0.72,0.76,0.78,0.79,0.76,0.73,0.72,0.71,0.69
