enwik8.tar,uiq2-4.bin,large.tar,uiq2-8.bin,uiq2-16.bin,vmlinux-5.10.tar,misc.tar,artificl.tar,uiq-32.bin,ambivert.wav.tar,silesia.tar,fannie_mae_500k.tar,deepfield.tar
0,0,0,0.93,0.93,0.93,0.93,0.92,0.89,0.83,0.87,0.69,0.68,0.77
