svg-large,psd-large,png-small,png-medium,png-large,jpeg-large,psd-medium,svg-small,jpeg-small,svg-medium,jpeg-medium,psd-small
0,0,0,0.62,0.36,0.56,0.61,0.55,0.49,0.54,0.43,0.52,0.42
