psd-large,psd-medium,jpeg-medium,svg-medium,svg-small,jpeg-large,png-medium,svg-large,jpeg-small,png-small,psd-small,png-large
0,0,0,0.79,0.7,0.69,0.65,0.66,0.68,0.68,0.66,0.67,0.67
