png-medium,jpeg-large,svg-small,psd-large,svg-large,psd-small,jpeg-medium,svg-medium,psd-medium,png-large,jpeg-small,png-small
0,0,0,0.67,0.56,0.48,0.53,0.41,0.43,0.3,0.48,0.35,0.3
