jpeg-small,png-small,svg-small,png-large,psd-large,jpeg-medium,jpeg-large,svg-large,png-medium,svg-medium,psd-medium,psd-small
0,0,0,0.78,0.53,0.47,0.55,0.6,0.36,0.54,0.38,0.55,0.41
