png-small,jpeg-small,png-large,psd-large,svg-medium,svg-large,svg-small,jpeg-medium,psd-medium,png-medium,jpeg-large,psd-small
0,0,0,0.6,0.59,0.67,0.67,0.67,0.66,0.67,0.69,0.7,0.71
