uiq2-8.bin,misc.tar,deepfield.tar,large.tar,enwik8.tar,artificl.tar,uiq-32.bin,silesia.tar,fannie_mae_500k.tar,uiq2-16.bin,uiq2-4.bin,ambivert.wav.tar,vmlinux-5.10.tar
0,0,0,0.8,0.81,0.81,0.82,0.82,0.82,0.82,0.82,0.83,0.83,0.83
