png-large,jpeg-medium,jpeg-large,psd-small,svg-large,psd-medium,svg-small,jpeg-small,psd-large,svg-medium,png-medium,png-small
0,0,0,0.94,0.92,0.86,0.66,0.67,0.71,0.66,0.5,0.6,0.6
