svg-large,jpeg-small,psd-small,jpeg-medium,svg-small,png-medium,png-large,jpeg-large,psd-medium,png-small,svg-medium,psd-large
0,0,0,0.45,0.28,0.23,0.26,0.29,0.33,0.25,0.31,0.31,0.25
