large.tar,uiq2-4.bin,uiq-32.bin,uiq2-8.bin,ambivert.wav.tar,misc.tar,fannie_mae_500k.tar,artificl.tar,silesia.tar,vmlinux-5.10.tar,enwik8.tar,deepfield.tar,uiq2-16.bin
0,0,0,0.84,0.87,0.89,0.86,0.81,0.78,0.75,0.67,0.69,0.58,0.51
