jpeg-small,svg-small,jpeg-large,psd-large,png-large,jpeg-medium,psd-medium,png-medium,svg-large,svg-medium,psd-small,png-small
0,0,0,0.76,0.55,0.73,0.46,0.55,0.63,0.3,0.47,0.39,0.46
