artificl.tar,ambivert.wav.tar,uiq2-4.bin,vmlinux-5.10.tar,uiq-32.bin,deepfield.tar,large.tar,misc.tar,uiq2-16.bin,silesia.tar,enwik8.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.42,0.38,0.36,0.21,0.21,0.47,0.32,0.28,0.25,0.36,0.33
