psd-medium,png-small,svg-medium,jpeg-large,png-medium,svg-large,svg-small,jpeg-small,psd-large,jpeg-medium,psd-small,png-large
0,0,0,0.89,0.78,0.71,0.74,0.73,0.73,0.69,0.62,0.66,0.61
