uiq2-8.bin,fannie_mae_500k.tar,uiq2-16.bin,enwik8.tar,uiq2-4.bin,silesia.tar,misc.tar,deepfield.tar,ambivert.wav.tar,uiq-32.bin,vmlinux-5.10.tar,artificl.tar,large.tar
0,0,0,0.82,0.84,0.85,0.85,0.84,0.84,0.82,0.82,0.81,0.81,0.81
