artificl.tar,uiq2-8.bin,uiq2-16.bin,vmlinux-5.10.tar,ambivert.wav.tar,fannie_mae_500k.tar,deepfield.tar,misc.tar,large.tar,silesia.tar,enwik8.tar,uiq-32.bin,uiq2-4.bin
0,0,0,0.47,0.28,0.33,0.39,0.44,0.38,0.44,0.4,0.44,0.31,0.41
