jpeg-medium,svg-small,psd-large,svg-medium,psd-small,jpeg-large,png-medium,png-small,psd-medium,png-large,jpeg-small,svg-large
0,0,0,0.88,0.75,0.72,0.65,0.69,0.71,0.71,0.68,0.69,0.69
