png-large,svg-medium,svg-large,jpeg-medium,psd-medium,png-small,psd-small,jpeg-small,svg-small,psd-large,jpeg-large,png-medium
0,0,0,0.45,0.33,0.43,0.48,0.6,0.44,0.49,0.46,0.34,0.28
