jpeg-large,psd-medium,png-large,psd-large,psd-small,jpeg-small,jpeg-medium,svg-large,svg-medium,svg-small,png-medium,png-small
0,0,0,0.77,0.78,0.79,0.75,0.74,0.75,0.73,0.72,0.71,0.7
