artificl.tar,ambivert.wav.tar,uiq2-4.bin,vmlinux-5.10.tar,uiq-32.bin,deepfield.tar,large.tar,misc.tar,uiq2-16.bin,silesia.tar,enwik8.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.71,0.79,0.84,0.86,0.85,0.82,0.8,0.78,0.8,0.81,0.81
