jpeg-medium,png-large,svg-large,svg-small,png-small,jpeg-small,jpeg-large,png-medium,psd-small,svg-medium,psd-large,psd-medium
0,0,0,0.69,0.62,0.62,0.63,0.66,0.66,0.66,0.66,0.66,0.67
