vmlinux-5.10.tar,artificl.tar,ambivert.wav.tar,uiq-32.bin,large.tar,uiq2-4.bin,misc.tar,enwik8.tar,silesia.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-16.bin,deepfield.tar
0,0,0,0.88,0.86,0.87,0.87,0.88,0.87,0.86,0.86,0.87,0.87,0.87
