uiq2-4.bin,misc.tar,vmlinux-5.10.tar,ambivert.wav.tar,uiq2-8.bin,uiq-32.bin,enwik8.tar,artificl.tar,silesia.tar,uiq2-16.bin,fannie_mae_500k.tar,large.tar,deepfield.tar
0,0,0,0.81,0.8,0.79,0.77,0.79,0.8,0.79,0.79,0.8,0.81,0.81
