psd-small,jpeg-medium,psd-medium,png-medium,svg-medium,svg-large,png-small,jpeg-small,png-large,psd-large,svg-small,jpeg-large
0,0,0,0.87,0.85,0.82,0.77,0.74,0.7,0.7,0.72,0.73,0.72
