misc.tar,ambivert.wav.tar,enwik8.tar,uiq-32.bin,large.tar,vmlinux-5.10.tar,silesia.tar,artificl.tar,uiq2-4.bin,fannie_mae_500k.tar,uiq2-8.bin,uiq2-16.bin,deepfield.tar
0,0,0,0.58,0.38,0.53,0.31,0.3,0.35,0.25,0.35,0.34,0.36,0.32
