ambivert.wav.tar,fannie_mae_500k.tar,uiq2-8.bin,uiq-32.bin,deepfield.tar,vmlinux-5.10.tar,large.tar,uiq2-4.bin,enwik8.tar,misc.tar,silesia.tar,artificl.tar,uiq2-16.bin
0,0,0,0.87,0.78,0.52,0.62,0.58,0.53,0.64,0.5,0.54,0.39,0.45
