jpeg-medium,png-large,jpeg-small,jpeg-large,svg-large,png-medium,psd-small,svg-medium,svg-small,psd-large,psd-medium,png-small
0,0,0,0.91,0.79,0.77,0.73,0.71,0.72,0.73,0.69,0.67,0.69
