uiq2-16.bin,misc.tar,uiq2-8.bin,artificl.tar,uiq2-4.bin,ambivert.wav.tar,fannie_mae_500k.tar,uiq-32.bin,silesia.tar,large.tar,enwik8.tar,deepfield.tar,vmlinux-5.10.tar
0,0,0,0.84,0.85,0.83,0.81,0.81,0.81,0.81,0.81,0.82,0.82,0.82
