svg-small,psd-medium,jpeg-large,png-medium,psd-small,svg-medium,jpeg-small,psd-large,svg-large,png-large,jpeg-medium,png-small
0,0,0,0.75,0.78,0.79,0.77,0.76,0.73,0.72,0.69,0.67,0.69
