silesia.tar,fannie_mae_500k.tar,deepfield.tar,uiq2-4.bin,ambivert.wav.tar,uiq2-16.bin,large.tar,artificl.tar,uiq-32.bin,uiq2-8.bin,enwik8.tar,vmlinux-5.10.tar,misc.tar
0,0,0,0.91,0.92,0.89,0.86,0.84,0.85,0.82,0.8,0.82,0.83,0.83
