psd-medium,svg-medium,svg-small,jpeg-medium,psd-large,jpeg-small,svg-large,png-large,jpeg-large,psd-small,png-medium,png-small
0,0,0,0.75,0.65,0.68,0.69,0.67,0.67,0.65,0.67,0.67,0.67
