artificl.tar,uiq2-8.bin,uiq2-4.bin,ambivert.wav.tar,deepfield.tar,enwik8.tar,large.tar,vmlinux-5.10.tar,uiq2-16.bin,silesia.tar,uiq-32.bin,fannie_mae_500k.tar,misc.tar
0,0,0,0.75,0.85,0.88,0.89,0.9,0.9,0.9,0.9,0.9,0.9,0.9
