svg-medium,psd-large,psd-small,jpeg-small,png-medium,svg-small,psd-medium,jpeg-large,png-small,jpeg-medium,svg-large,png-large
0,0,0,0.64,0.64,0.65,0.64,0.63,0.6,0.63,0.6,0.61,0.6
