psd-large,svg-large,svg-small,png-large,psd-medium,jpeg-large,png-small,jpeg-medium,png-medium,jpeg-small,svg-medium,psd-small
0,0,0,0.49,0.44,0.58,0.66,0.69,0.7,0.7,0.71,0.71,0.68
