ambivert.wav.tar,large.tar,uiq2-8.bin,silesia.tar,uiq2-4.bin,deepfield.tar,enwik8.tar,misc.tar,uiq-32.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,artificl.tar,uiq2-16.bin
0,0,0,0.78,0.86,0.87,0.88,0.88,0.88,0.86,0.84,0.83,0.83,0.81
