silesia.tar,vmlinux-5.10.tar,deepfield.tar,misc.tar,fannie_mae_500k.tar,uiq2-16.bin,ambivert.wav.tar,uiq2-8.bin,uiq-32.bin,artificl.tar,uiq2-4.bin,enwik8.tar,large.tar
0,0,0,0.8,0.83,0.39,0.45,0.42,0.43,0.38,0.47,0.58,0.58,0.32
