large.tar,uiq2-4.bin,uiq-32.bin,uiq2-8.bin,ambivert.wav.tar,misc.tar,fannie_mae_500k.tar,artificl.tar,silesia.tar,vmlinux-5.10.tar,enwik8.tar,deepfield.tar,uiq2-16.bin
0,0,0,0.89,0.72,0.52,0.6,0.67,0.59,0.39,0.57,0.53,0.43,0.42
