svg-medium,png-medium,png-large,svg-large,psd-large,png-small,jpeg-large,jpeg-medium,jpeg-small,psd-small,psd-medium,svg-small
0,0,0,0.42,0.51,0.34,0.42,0.37,0.51,0.38,0.43,0.25,0.44
