jpeg-small,jpeg-medium,jpeg-large,psd-medium,svg-medium,svg-small,png-small,svg-large,psd-large,png-medium,psd-small,png-large
0,0,0,0.82,0.86,0.84,0.81,0.79,0.74,0.67,0.68,0.67,0.67
