uiq-32.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,enwik8.tar,ambivert.wav.tar,silesia.tar,artificl.tar,uiq2-16.bin,misc.tar,deepfield.tar,uiq2-8.bin,large.tar
0,0,0,0.98,0.89,0.83,0.8,0.77,0.76,0.74,0.71,0.72,0.7,0.7
