uiq2-16.bin,ambivert.wav.tar,uiq2-4.bin,large.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,uiq2-8.bin,misc.tar,enwik8.tar,deepfield.tar,artificl.tar,silesia.tar,uiq-32.bin
0,0,0,0.8,0.8,0.78,0.81,0.83,0.83,0.82,0.81,0.82,0.8,0.79
