uiq2-4.bin,uiq2-16.bin,misc.tar,artificl.tar,uiq2-8.bin,uiq-32.bin,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,large.tar,fannie_mae_500k.tar,deepfield.tar,enwik8.tar
0,0,0,0.84,0.8,0.73,0.68,0.73,0.75,0.77,0.77,0.76,0.75,0.76
