jpeg-large,psd-small,svg-small,jpeg-medium,png-large,png-medium,svg-medium,psd-large,psd-medium,svg-large,jpeg-small,png-small
0,0,0,0.68,0.72,0.71,0.74,0.74,0.71,0.7,0.7,0.71,0.7
