uiq2-16.bin,misc.tar,artificl.tar,ambivert.wav.tar,large.tar,fannie_mae_500k.tar,enwik8.tar,uiq2-8.bin,uiq-32.bin,deepfield.tar,uiq2-4.bin,vmlinux-5.10.tar,silesia.tar
0,0,0,0.9,0.91,0.89,0.88,0.88,0.88,0.88,0.87,0.87,0.86,0.86
