jpeg-medium,svg-small,psd-large,svg-medium,psd-small,jpeg-large,png-medium,png-small,psd-medium,png-large,jpeg-small,svg-large
0,0,0,0.62,0.55,0.46,0.59,0.46,0.54,0.51,0.48,0.43,0.55
