jpeg-small,png-medium,svg-large,jpeg-medium,svg-small,png-large,psd-medium,jpeg-large,svg-medium,psd-large,psd-small,png-small
0,0,0,0.6,0.44,0.61,0.64,0.45,0.42,0.3,0.31,0.51,0.4
