uiq-32.bin,uiq2-16.bin,uiq2-4.bin,artificl.tar,enwik8.tar,large.tar,misc.tar,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,deepfield.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,1.0,0.97,0.84,0.79,0.73,0.66,0.61,0.68,0.45,0.51,0.48
