psd-large,png-medium,svg-large,png-large,svg-medium,svg-small,psd-small,jpeg-medium,jpeg-large,psd-medium,jpeg-small,png-small
0,0,0,0.67,0.46,0.37,0.47,0.52,0.34,0.37,0.43,0.36,0.3
