enwik8.tar,uiq-32.bin,deepfield.tar,misc.tar,uiq2-16.bin,uiq2-4.bin,uiq2-8.bin,large.tar,fannie_mae_500k.tar,artificl.tar,vmlinux-5.10.tar,silesia.tar,ambivert.wav.tar
0,0,0,0.93,0.87,0.81,0.78,0.81,0.84,0.83,0.82,0.79,0.77,0.79
