ambivert.wav.tar,enwik8.tar,deepfield.tar,vmlinux-5.10.tar,artificl.tar,uiq2-16.bin,uiq-32.bin,misc.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,silesia.tar,large.tar
0,0,0,0.71,0.64,0.67,0.65,0.63,0.69,0.66,0.65,0.65,0.65,0.67
