ambivert.wav.tar,artificl.tar,uiq2-4.bin,misc.tar,enwik8.tar,uiq-32.bin,deepfield.tar,uiq2-8.bin,silesia.tar,large.tar,vmlinux-5.10.tar,uiq2-16.bin,fannie_mae_500k.tar
0,0,0,0.49,0.47,0.51,0.54,0.61,0.66,0.69,0.71,0.73,0.74,0.75
