large.tar,deepfield.tar,ambivert.wav.tar,uiq2-8.bin,misc.tar,vmlinux-5.10.tar,enwik8.tar,uiq2-16.bin,uiq2-4.bin,uiq-32.bin,silesia.tar,fannie_mae_500k.tar,artificl.tar
0,0,0,0.9,0.87,0.89,0.89,0.89,0.77,0.9,0.83,0.83,0.83,0.78
