svg-medium,png-medium,png-large,svg-large,psd-large,png-small,jpeg-large,jpeg-medium,jpeg-small,psd-small,psd-medium,svg-small
0,0,0,0.65,0.76,0.73,0.71,0.68,0.66,0.68,0.67,0.67,0.67
