svg-large,psd-small,psd-large,png-medium,png-large,svg-medium,jpeg-medium,png-small,jpeg-large,svg-small,jpeg-small,psd-medium
0,0,0,0.51,0.66,0.69,0.73,0.72,0.69,0.69,0.69,0.7,0.7
