svg-large,jpeg-small,psd-small,jpeg-medium,svg-small,png-medium,png-large,jpeg-large,psd-medium,png-small,svg-medium,psd-large
0,0,0,0.56,0.61,0.68,0.7,0.7,0.71,0.74,0.75,0.75,0.74
