uiq2-16.bin,uiq2-4.bin,silesia.tar,uiq2-8.bin,ambivert.wav.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,enwik8.tar,deepfield.tar,artificl.tar,uiq-32.bin,misc.tar,large.tar
0,0,0,0.98,0.9,0.86,0.83,0.82,0.83,0.83,0.83,0.8,0.77,0.76
