uiq2-4.bin,uiq2-16.bin,ambivert.wav.tar,enwik8.tar,misc.tar,fannie_mae_500k.tar,large.tar,uiq2-8.bin,artificl.tar,silesia.tar,deepfield.tar,vmlinux-5.10.tar,uiq-32.bin
0,0,0,0.93,0.86,0.84,0.77,0.72,0.75,0.77,0.74,0.71,0.74,0.75
